make,model,year,color,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,city_kpl,price
Chrysler,300,2015,Red,Petrol,292,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,4239500.00
Chrysler,200,2016,Blue,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2199500.00
Chrysler,200,2016,White,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2249000.00
Chrysler,200,2016,Blue,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2449000.00
Chrysler,200,2016,Red,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2569000.00
Chrysler,200,2016,Silver,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2757000.00
Chrysler,200,2016,Gray,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2779500.00
Chrysler,300,2016,Black,Petrol,292,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3226000.00
Chrysler,300,2016,White,Petrol,292,6,Automatic,all wheel drive,4,F,Large,Sedan,7.65,3476000.00
Chrysler,300,2016,Red,Petrol,292,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3525500.00
Chrysler,300,2016,Silver,Petrol,300,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3559500.00
Chrysler,300,2016,Blue,Petrol,300,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3609000.00
Chrysler,300,2016,Gray,Petrol,292,6,Automatic,all wheel drive,4,F,Large,Sedan,7.65,3775500.00
Chrysler,200,2017,Black,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2199500.00
Chrysler,200,2017,White,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2249000.00
Chrysler,200,2017,Silver,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2449000.00
Chrysler,200,2017,Gray,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2569000.00
Chrysler,200,2017,Blue,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2668500.00
Chrysler,200,2017,Red,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2779500.00
Chrysler,300,2017,Black,Petrol,292,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3234000.00
Chrysler,300,2017,White,Petrol,292,6,Automatic,all wheel drive,4,F,Large,Sedan,7.65,3484000.00
Chrysler,300,2017,Red,Petrol,300,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3567500.00
Chrysler,300,2017,Silver,Petrol,300,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3617000.00
Chrysler,300,2017,Blue,Petrol,300,6,Automatic,all wheel drive,4,F,Large,Sedan,7.65,3817500.00
Chrysler,300,2017,Gray,Petrol,292,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,3863500.00
Dodge,Challenger,2015,White,Petrol,305,6,Automatic,rear wheel drive,2,S,Large,Coupe,8.08,2999500.00
Dodge,Challenger,2015,Silver,Petrol,305,6,Automatic,rear wheel drive,2,S,Large,Coupe,8.08,2699500.00
Dodge,Charger,2015,Black,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,4799500.00
Dodge,Charger,2015,Red,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,3999500.00
Dodge,Charger,2015,White,Petrol,707,8,Automatic,rear wheel drive,4,F,Large,Sedan,5.53,6229500.00
Dodge,Charger,2015,Silver,Petrol,370,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,3359500.00
Dodge,Charger,2015,Blue,Petrol,292,6,Automatic,rear wheel drive,4,F,Large,Sedan,8.08,2799500.00
Dodge,Charger,2015,Gray,Petrol,370,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,3659500.00
Dodge,Dart,2015,Black,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2379500.00
Dodge,Durango,2015,Silver,Petrol,290,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,7.65,3689500.00
Dodge,Durango,2015,Black,Petrol,360,8,Automatic,all wheel drive,4,J,Large,4dr SUV,5.95,4249500.00
Dodge,Durango,2015,Gray,Petrol,290,6,Automatic,all wheel drive,4,J,Large,4dr SUV,7.23,3949500.00
Dodge,Durango,2015,Blue,Petrol,290,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,7.65,4099500.00
Dodge,Durango,2015,Red,Petrol,290,6,Automatic,all wheel drive,4,J,Large,4dr SUV,7.23,3309500.00
Dodge,Durango,2015,White,Petrol,360,8,Automatic,rear wheel drive,4,J,Large,4dr SUV,5.95,3999500.00
Dodge,Journey,2015,Black,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,3329500.00
Dodge,Journey,2015,White,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,3329500.00
Dodge,Journey,2015,Gray,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,2739500.00
Dodge,Journey,2015,Silver,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,2869500.00
Dodge,Journey,2015,Blue,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2659500.00
Dodge,Journey,2015,Red,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2349500.00
Dodge,Dart,2016,Black,Petrol,184,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.78,2439500.00
Dodge,Challenger,2016,Red,Petrol,305,6,Automatic,rear wheel drive,2,S,Large,Coupe,8.08,2699500.00
Dodge,Challenger,2016,Blue,Petrol,305,6,Automatic,rear wheel drive,2,S,Large,Coupe,8.08,2999500.00
Dodge,Challenger,2016,Black,Petrol,707,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,6594500.00
Dodge,Charger,2016,Gray,Petrol,292,6,Automatic,all wheel drive,4,F,Large,Sedan,8.08,3199500.00
Dodge,Durango,2016,Red,Petrol,295,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,8.08,4129500.00
Dodge,Durango,2016,Silver,Petrol,360,8,Automatic,rear wheel drive,4,J,Large,4dr SUV,5.95,4199500.00
Dodge,Durango,2016,White,Petrol,360,8,Automatic,all wheel drive,4,J,Large,4dr SUV,5.95,4459500.00
Dodge,Durango,2016,Gray,Petrol,295,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,8.08,4239000.00
Dodge,Durango,2016,Black,Petrol,295,6,Automatic,all wheel drive,4,J,Large,4dr SUV,7.65,4389500.00
Dodge,Durango,2016,Blue,Petrol,295,6,Automatic,all wheel drive,4,J,Large,4dr SUV,7.65,4499000.00
Dodge,Charger,2016,White,Petrol,370,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,3389500.00
Dodge,Charger,2016,Silver,Petrol,370,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,3689500.00
Dodge,Journey,2016,Black,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2099500.00
Dodge,Journey,2016,White,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2489500.00
Dodge,Journey,2016,Gray,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2629500.00
Dodge,Journey,2016,Silver,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,2659500.00
Dodge,Journey,2016,Blue,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2739500.00
Dodge,Journey,2016,Red,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,2839500.00
Dodge,Charger,2016,Black,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,3999500.00
Dodge,Charger,2016,Blue,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,5099500.00
Dodge,Charger,2016,Red,Petrol,707,8,Automatic,rear wheel drive,4,F,Large,Sedan,5.53,6594500.00
Dodge,Dart,2016,White,Petrol,160,4,Manual,front wheel drive,4,E,Midsize,Sedan,10.63,1699500.00
Dodge,Dart,2016,Red,Petrol,160,4,Manual,front wheel drive,4,E,Midsize,Sedan,10.63,1799500.00
Dodge,Dart,2016,Silver,Petrol,160,4,Manual,front wheel drive,4,E,Midsize,Sedan,10.63,1899500.00
Dodge,Dart,2016,Blue,Petrol,184,4,Manual,front wheel drive,4,E,Midsize,Sedan,9.35,1939500.00
Nissan,Rogue,2016,Blue,Petrol,170,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,11.05,2873000.00
Dodge,Challenger,2017,Gray,Petrol,305,6,Automatic,rear wheel drive,2,S,Large,Coupe,8.08,2699500.00
Dodge,Challenger,2017,Black,Petrol,305,6,Automatic,rear wheel drive,2,S,Large,Coupe,8.08,2999500.00
Dodge,Durango,2017,Black,Petrol,295,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,8.08,2999500.00
Dodge,Durango,2017,White,Petrol,295,6,Automatic,all wheel drive,4,J,Large,4dr SUV,7.65,3259500.00
Dodge,Durango,2017,Gray,Petrol,295,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,8.08,3749500.00
Dodge,Durango,2017,Silver,Petrol,295,6,Automatic,all wheel drive,4,J,Large,4dr SUV,7.65,4009500.00
Dodge,Durango,2017,Blue,Petrol,295,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,8.08,4139500.00
Dodge,Durango,2017,Red,Petrol,295,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,8.08,4249000.00
Dodge,Charger,2017,Gray,Petrol,370,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,3479000.00
Dodge,Journey,2017,Black,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2099500.00
Dodge,Journey,2017,White,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2489500.00
Dodge,Journey,2017,Gray,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2629500.00
Dodge,Journey,2017,Silver,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,2659500.00
Dodge,Journey,2017,Blue,Petrol,173,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,2749500.00
Dodge,Journey,2017,Red,Petrol,283,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,2839500.00
Dodge,Charger,2017,Blue,Petrol,370,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,3989000.00
Dodge,Charger,2017,White,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,3999500.00
Dodge,Charger,2017,Silver,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,4499500.00
Dodge,Charger,2017,Red,Petrol,485,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,5114500.00
Dodge,Charger,2017,Black,Petrol,707,8,Automatic,rear wheel drive,4,F,Large,Sedan,5.53,6594500.00
FIAT,500L,2015,Gray,Petrol,160,4,Automatic,front wheel drive,4,C,Compact,Wagon,9.35,2469500.00
FIAT,500L,2016,Black,Petrol,160,4,Automatic,front wheel drive,4,C,Compact,Wagon,9.35,2479500.00
FIAT,500X,2016,Black,Petrol,180,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2273500.00
FIAT,500X,2016,White,Petrol,180,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2333500.00
FIAT,500X,2016,Gray,Petrol,180,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,2463500.00
FIAT,500X,2016,Silver,Petrol,180,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2513500.00
FIAT,500X,2016,Blue,Petrol,180,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,2523500.00
FIAT,500X,2016,Red,Petrol,180,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,2703500.00
Nissan,Versa,2017,Gray,Petrol,109,4,Automatic,front wheel drive,4,C,Compact,Sedan,11.05,1368000.00
Nissan,Altima,2017,Black,Petrol,179,4,Automatic,front wheel drive,4,E,Midsize,Sedan,11.05,2447000.00
Nissan,Juke,2017,White,Petrol,188,4,Automatic,all wheel drive,4,B,Compact,4dr Hatchback,11.05,2210000.00
Nissan,Juke,2017,Silver,Petrol,188,4,Automatic,all wheel drive,4,B,Compact,4dr Hatchback,11.05,2440000.00
FIAT,500L,2017,Red,Petrol,160,4,Automatic,front wheel drive,4,C,Compact,Wagon,9.35,2099500.00
FIAT,500L,2017,White,Petrol,160,4,Automatic,front wheel drive,4,C,Compact,Wagon,9.35,2299500.00
FIAT,500L,2017,Silver,Petrol,160,4,Automatic,front wheel drive,4,C,Compact,Wagon,9.35,2369500.00
FIAT,500X,2017,Black,Petrol,180,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2333500.00
FIAT,500X,2017,Red,Petrol,180,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,2389000.00
FIAT,500X,2017,Silver,Petrol,180,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2513500.00
FIAT,500X,2017,White,Petrol,180,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,2523500.00
FIAT,500X,2017,Blue,Petrol,180,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,2703500.00
Nissan,Juke,2017,Red,Petrol,188,4,Automatic,all wheel drive,4,B,Compact,4dr Hatchback,11.05,2694000.00
Nissan,Rogue,2017,Black,Petrol,170,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,11.05,2382000.00
Ford,Edge,2015,Black,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3009500.00
Ford,Edge,2015,White,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3349500.00
Ford,Edge,2015,Red,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,2810000.00
Ford,Edge,2015,Silver,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,3150000.00
Ford,Edge,2015,Gray,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3759500.00
Ford,Edge,2015,Blue,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,3560000.00
Ford,Escape,2015,Black,Petrol,178,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.78,2973500.00
Ford,Escape,2015,White,Petrol,178,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.78,2565000.00
Ford,Escape,2015,Red,Petrol,178,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,9.35,2740000.00
Ford,Escape,2015,Blue,Petrol,168,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2345000.00
Ford,Escape,2015,Silver,Petrol,178,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,9.35,3148500.00
Ford,Explorer,2015,Black,Petrol,290,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.23,3300000.00
Ford,Explorer,2015,White,Petrol,290,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.23,4020000.00
Ford,Explorer,2015,Gray,Petrol,290,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.23,3820000.00
Ford,Explorer,2015,Silver,Petrol,290,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.23,3270000.00
Ford,Explorer,2015,Blue,Petrol,290,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.23,3070000.00
Ford,Explorer,2015,Red,Petrol,365,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,4310000.00
Ford,Flex,2015,Black,Petrol,287,6,Automatic,front wheel drive,4,E,Large,Wagon,7.65,3210000.00
Ford,Flex,2015,White,Petrol,287,6,Automatic,front wheel drive,4,E,Large,Wagon,7.65,2910000.00
Ford,Flex,2015,Gray,Petrol,287,6,Automatic,front wheel drive,4,E,Large,Wagon,7.65,3770000.00
Ford,Flex,2015,Silver,Petrol,287,6,Automatic,all wheel drive,4,E,Large,Wagon,7.23,3965000.00
Ford,Flex,2015,Blue,Petrol,287,6,Automatic,all wheel drive,4,E,Large,Wagon,7.23,3405000.00
Ford,Flex,2015,Red,Petrol,365,6,Automatic,all wheel drive,4,E,Large,Wagon,6.80,4240000.00
Nissan,Rogue,2017,Gray,Petrol,170,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,11.05,2524000.00
Nissan,Rogue,2017,Blue,Petrol,170,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,11.05,2996000.00
Nissan,Sentra,2017,Black,Petrol,188,4,Manual,front wheel drive,4,E,Midsize,Sedan,11.05,2199000.00
Ford,Fusion,2015,Silver,Petrol,231,4,Automatic,all wheel drive,4,E,Midsize,Sedan,9.35,2783000.00
Ford,Fusion,2015,Blue,Petrol,231,4,Automatic,all wheel drive,4,E,Midsize,Sedan,9.35,3278000.00
Ford,Fusion,2015,Red,Petrol,175,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.35,2403500.00
Ford,Fusion,2015,Black,Petrol,231,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.35,3078000.00
Ford,Fusion,2015,Gray,Petrol,175,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.35,2250000.00
Ford,Taurus,2015,Black,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,8.08,2948500.00
Ford,Taurus,2015,White,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,8.08,2705500.00
Ford,Taurus,2015,Gray,Petrol,365,6,Automatic,all wheel drive,4,F,Large,Sedan,7.23,4022000.00
Ford,Taurus,2015,Silver,Petrol,288,6,Automatic,all wheel drive,4,F,Large,Sedan,7.65,3133500.00
Ford,Taurus,2015,Blue,Petrol,288,6,Automatic,all wheel drive,4,F,Large,Sedan,7.65,3625500.00
Ford,Taurus,2015,Red,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,8.08,3440500.00
Ford,Fusion,2016,Black,Petrol,175,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.35,2275000.00
Ford,Fusion,2016,Red,Petrol,175,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.35,2432000.00
Subaru,Legacy,2015,Black,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2649500.00
Subaru,Legacy,2015,Gray,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2679500.00
Subaru,Legacy,2015,Silver,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2349500.00
Subaru,Legacy,2015,Blue,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2199500.00
Ford,Taurus,2016,Red,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,7.65,2711000.00
Ford,Fusion,2016,Silver,Petrol,231,4,Automatic,all wheel drive,4,E,Midsize,Sedan,9.35,2811500.00
Ford,Taurus,2016,Silver,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,7.65,2954000.00
Ford,Fusion,2016,Gray,Petrol,231,4,Automatic,front wheel drive,4,E,Midsize,Sedan,9.35,3127000.00
Ford,Taurus,2016,Blue,Petrol,288,6,Automatic,all wheel drive,4,F,Large,Sedan,7.23,3139000.00
Subaru,Legacy,2015,Red,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2379500.00
Ford,Fusion,2016,White,Petrol,231,4,Automatic,all wheel drive,4,E,Midsize,Sedan,9.35,3327000.00
Ford,Edge,2016,Black,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,2870000.00
Ford,Edge,2016,White,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3069500.00
Ford,Edge,2016,Red,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,3179000.00
Ford,Edge,2016,Silver,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3378500.00
Ford,Edge,2016,Gray,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,3560000.00
Ford,Edge,2016,Blue,Petrol,315,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.23,4090000.00
Ford,Escape,2016,White,Petrol,168,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.35,2359000.00
Ford,Escape,2016,Black,Petrol,178,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.78,2579000.00
Ford,Escape,2016,Red,Petrol,178,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,9.35,2754000.00
Ford,Escape,2016,Silver,Petrol,178,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.78,2999500.00
Ford,Escape,2016,Blue,Petrol,178,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,9.35,3174500.00
Ford,Expedition,2016,Black,Petrol,365,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,6.80,4113500.00
Ford,Expedition,2016,White,Petrol,365,6,Automatic,four wheel drive,4,J,Large,4dr SUV,6.38,4405500.00
Ford,Expedition,2016,Gray,Petrol,365,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,6.38,4441000.00
Ford,Expedition,2016,Silver,Petrol,365,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,6.80,4543500.00
Ford,Expedition,2016,Blue,Petrol,365,6,Automatic,four wheel drive,4,J,Large,4dr SUV,5.95,4733000.00
Ford,Expedition,2016,Red,Petrol,365,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,6.38,4814500.00
Ford,Explorer,2016,Black,Petrol,290,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.23,3105000.00
Ford,Explorer,2016,White,Petrol,290,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,3305000.00
Ford,Explorer,2016,Gray,Petrol,290,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.23,3340000.00
Ford,Explorer,2016,Silver,Petrol,290,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,3540000.00
Ford,Explorer,2016,Blue,Petrol,290,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.23,4130000.00
Ford,Explorer,2016,Red,Petrol,290,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,6.80,4330000.00
Ford,Taurus,2016,Gray,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,7.65,3446000.00
Ford,Flex,2016,Black,Petrol,287,6,Automatic,front wheel drive,4,E,Large,Wagon,6.80,2960000.00
Ford,Flex,2016,White,Petrol,287,6,Automatic,front wheel drive,4,E,Large,Wagon,6.80,3230000.00
Ford,Flex,2016,Gray,Petrol,287,6,Automatic,all wheel drive,4,E,Large,Wagon,6.80,3425000.00
Ford,Flex,2016,Silver,Petrol,287,6,Automatic,front wheel drive,4,E,Large,Wagon,6.80,3780000.00
Ford,Flex,2016,Blue,Petrol,287,6,Automatic,all wheel drive,4,E,Large,Wagon,6.80,3975000.00
Ford,Flex,2016,Red,Petrol,365,6,Automatic,all wheel drive,4,E,Large,Wagon,6.38,4260000.00
Ford,Taurus,2016,White,Petrol,288,6,Automatic,all wheel drive,4,F,Large,Sedan,7.23,3631000.00
Ford,Taurus,2016,Black,Petrol,365,6,Automatic,all wheel drive,4,F,Large,Sedan,6.80,4027500.00
Subaru,Legacy,2015,White,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2169500.00
Subaru,XV Crosstrek,2015,Black,Petrol,148,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,11.05,2479500.00
Subaru,XV Crosstrek,2015,Blue,Petrol,148,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,11.05,2329500.00
Subaru,Legacy,2016,Black,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2174500.00
Subaru,Legacy,2016,Red,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2204500.00
Subaru,Legacy,2016,Blue,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2384500.00
Ford,Fusion,2017,White,Petrol,175,4,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,2261000.00
Ford,Fusion,2017,Silver,Petrol,175,4,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,2361000.00
Subaru,Legacy,2016,Silver,Petrol,175,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.05,2684500.00
Subaru,Crosstrek,2016,Black,Petrol,148,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,11.05,2339500.00
Subaru,Crosstrek,2016,Red,Petrol,148,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,11.05,2509500.00
Subaru,Crosstrek,2017,Black,Petrol,148,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,11.05,2349500.00
Ford,Taurus,2017,White,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,7.65,2734500.00
Ford,Fusion,2017,Black,Petrol,231,4,Automatic,all wheel drive,4,E,Midsize,Sedan,8.50,2740500.00
Ford,Taurus,2017,Red,Petrol,288,6,Automatic,front wheel drive,4,F,Large,Sedan,7.65,2977500.00
Ford,Fusion,2017,Blue,Petrol,231,4,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,3061000.00
Subaru,Crosstrek,2017,Blue,Petrol,148,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,11.05,2519500.00
Ford,Taurus,2017,Blue,Petrol,288,6,Automatic,all wheel drive,4,F,Large,Sedan,7.23,3162500.00
Ford,Fusion,2017,Red,Petrol,231,4,Automatic,all wheel drive,4,E,Midsize,Sedan,8.50,3261000.00
Ford,Edge,2017,Black,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.93,2895000.00
Ford,Edge,2017,White,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3094500.00
Ford,Edge,2017,Red,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,3179000.00
Ford,Edge,2017,Blue,Petrol,245,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,3560000.00
Ford,Edge,2017,Gray,Petrol,245,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3759500.00
Ford,Edge,2017,Silver,Petrol,315,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.23,4090000.00
Ford,Escape,2017,Black,Petrol,168,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,8.93,2360000.00
Ford,Escape,2017,White,Petrol,179,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.78,2510000.00
Ford,Escape,2017,Gray,Petrol,179,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,9.35,2685000.00
Ford,Escape,2017,Red,Petrol,179,4,Automatic,front wheel drive,4,J,Compact,4dr SUV,9.78,2910000.00
Ford,Escape,2017,Blue,Petrol,179,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,9.35,3085000.00
Ford,Expedition,2017,Black,Petrol,365,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,6.38,4622500.00
Ford,Expedition,2017,White,Petrol,365,6,Automatic,rear wheel drive,4,J,Large,4dr SUV,6.38,4893600.00
Ford,Expedition,2017,Gray,Petrol,365,6,Automatic,four wheel drive,4,J,Large,4dr SUV,6.38,4915000.00
